Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
151,2020-03-15,6:00 PM,Haryana,0,14,0,0,14
152,2020-03-15,6:00 PM,Karnataka,6,0,0,1,6
153,2020-03-15,6:00 PM,Kerala,22,0,3,0,22
154,2020-03-15,6:00 PM,Maharashtra,32,0,0,0,32
155,2020-03-15,6:00 PM,Punjab,1,0,0,0,1
156,2020-03-15,6:00 PM,Rajasthan,2,2,3,0,4
157,2020-03-15,6:00 PM,Tamil Nadu,1,0,0,0,1
158,2020-03-15,6:00 PM,Telengana,3,0,1,0,3
159,2020-03-15,6:00 PM,Jammu and Kashmir,2,0,0,0,2
160,2020-03-15,6:00 PM,Ladakh,3,0,0,0,3
161,2020-03-15,6:00 PM,Uttar Pradesh,12,1,4,0,13
162,2020-03-15,6:00 PM,Uttarakhand,1,0,0,0,1
163,2020-03-16,6:00 PM,Andhra Pradesh,1,0,0,0,1
164,2020-03-16,6:00 PM,Delhi,7,0,2,1,7
165,2020-03-16,6:00 PM,Haryana,0,14,0,0,14
166,2020-03-16,6:00 PM,Karnataka,6,0,0,1,6
167,2020-03-16,6:00 PM,Kerala,23,0,3,0,23
168,2020-03-16,6:00 PM,Maharashtra,32,0,0,0,32
169,2020-03-16,6:00 PM,Odisha,1,0,0,0,1
170,2020-03-16,6:00 PM,Punjab,1,0,0,0,1
171,2020-03-16,6:00 PM,Rajasthan,2,2,3,0,4
172,2020-03-16,6:00 PM,Tamil Nadu,1,0,0,0,1
173,2020-03-16,6:00 PM,Telengana,3,0,1,0,3
174,2020-03-16,6:00 PM,Jammu and Kashmir,3,0,0,0,3
175,2020-03-16,6:00 PM,Ladakh,4,0,0,0,4
176,2020-03-16,6:00 PM,Uttar Pradesh,12,1,4,0,13
177,2020-03-16,6:00 PM,Uttarakhand,1,0,0,0,1
178,2020-03-17,6:00 PM,Andhra Pradesh,1,0,0,0,1
179,2020-03-17,6:00 PM,Delhi,8,0,2,1,8
180,2020-03-17,6:00 PM,Haryana,1,14,0,0,15
181,2020-03-17,6:00 PM,Karnataka,11,0,0,1,11
182,2020-03-17,6:00 PM,Kerala,24,2,3,0,26
183,2020-03-17,6:00 PM,Maharashtra,36,3,0,1,39
184,2020-03-17,6:00 PM,Odisha,1,0,0,0,1
185,2020-03-17,6:00 PM,Punjab,1,0,0,0,1
186,2020-03-17,6:00 PM,Rajasthan,2,2,3,0,4
187,2020-03-17,6:00 PM,Tamil Nadu,1,0,0,0,1
188,2020-03-17,6:00 PM,Telengana,3,2,1,0,5
189,2020-03-17,6:00 PM,Jammu and Kashmir,3,0,0,0,3
190,2020-03-17,6:00 PM,Ladakh,6,0,0,0,6
191,2020-03-17,6:00 PM,Uttar Pradesh,14,1,5,0,15
192,2020-03-17,6:00 PM,Uttarakhand,1,0,0,0,1
193,2020-03-18,6:00 PM,Andhra Pradesh,1,0,0,0,1
194,2020-03-18,6:00 PM,Delhi,9,1,2,1,10
195,2020-03-18,6:00 PM,Haryana,3,14,0,0,17
196,2020-03-18,6:00 PM,Karnataka,11,0,0,1,11
197,2020-03-18,6:00 PM,Kerala,25,2,3,0,27
198,2020-03-18,6:00 PM,Maharashtra,39,3,0,1,42
199,2020-03-18,6:00 PM,Odisha,1,0,0,0,1
200,2020-03-18,6:00 PM,Puducherry,1,0,0,0,1
201,2020-03-18,6:00 PM,Punjab,1,0,0,0,1
202,2020-03-18,6:00 PM,Rajasthan,2,2,3,0,4
203,2020-03-18,6:00 PM,Tamil Nadu,1,0,0,0,1
204,2020-03-18,6:00 PM,Telengana,4,2,1,0,6
205,2020-03-18,6:00 PM,Jammu and Kashmir,3,0,0,0,3
206,2020-03-18,6:00 PM,Ladakh,8,0,0,0,8
207,2020-03-18,6:00 PM,Uttar Pradesh,15,1,5,0,16
208,2020-03-18,6:00 PM,Uttarakhand,1,0,0,0,1
209,2020-03-18,6:00 PM,West Bengal,1,0,0,0,1
210,2020-03-19,6:00 PM,Andhra Pradesh,2,0,0,0,2
211,2020-03-19,6:00 PM,Chhattisgarh,1,0,0,0,1
212,2020-03-19,6:00 PM,Delhi,11,1,3,1,12
213,2020-03-19,6:00 PM,Haryana,3,14,0,0,17
214,2020-03-19,6:00 PM,Karnataka,14,0,0,1,14
215,2020-03-19,6:00 PM,Kerala,25,2,3,0,27
216,2020-03-19,6:00 PM,Maharashtra,44,3,0,1,47
217,2020-03-19,6:00 PM,Odisha,1,0,0,0,1
218,2020-03-19,6:00 PM,Puducherry,1,0,0,0,1
219,2020-03-19,6:00 PM,Punjab,2,0,0,1,2
220,2020-03-19,6:00 PM,Rajasthan,5,2,3,0,7
221,2020-03-19,6:00 PM,Tamil Nadu,2,0,1,0,2
222,2020-03-19,6:00 PM,Telengana,4,2,1,0,6
223,2020-03-19,6:00 PM,Chandigarh,1,0,0,0,1
224,2020-03-19,6:00 PM,Jammu and Kashmir,4,0,0,0,4
225,2020-03-19,6:00 PM,Ladakh,8,0,0,0,8
226,2020-03-19,6:00 PM,Uttar Pradesh,18,1,9,0,19
227,2020-03-19,6:00 PM,Uttarakhand,1,0,0,0,1
228,2020-03-19,6:00 PM,West Bengal,1,0,0,0,1
229,2020-03-20,6:00 PM,Andhra Pradesh,3,0,0,0,3
230,2020-03-20,6:00 PM,Chhattisgarh,1,0,0,0,1
231,2020-03-20,6:00 PM,Delhi,16,1,5,1,17
232,2020-03-20,6:00 PM,Gujarat,5,0,0,0,5
233,2020-03-20,6:00 PM,Haryana,3,14,0,0,17
234,2020-03-20,6:00 PM,Karnataka,15,0,1,1,15
235,2020-03-20,6:00 PM,Kerala,26,2,3,0,28
236,2020-03-20,6:00 PM,Maharashtra,49,3,0,1,52
237,2020-03-20,6:00 PM,Odisha,2,0,0,0,2
238,2020-03-20,6:00 PM,Puducherry,1,0,0,0,1
239,2020-03-20,6:00 PM,Punjab,2,0,0,1,2
240,2020-03-20,6:00 PM,Rajasthan,15,2,3,0,17
241,2020-03-20,6:00 PM,Tamil Nadu,3,0,1,0,3
242,2020-03-20,6:00 PM,Telengana,8,9,1,0,17
243,2020-03-20,6:00 PM,Chandigarh,1,0,0,0,1
244,2020-03-20,6:00 PM,Jammu and Kashmir,4,0,0,0,4
245,2020-03-20,6:00 PM,Ladakh,10,0,0,0,10
246,2020-03-20,6:00 PM,Uttar Pradesh,22,1,9,0,23
247,2020-03-20,6:00 PM,Uttarakhand,3,0,0,0,3
248,2020-03-20,6:00 PM,West Bengal,2,0,0,0,2
249,2020-03-21,6:00 PM,Andhra Pradesh,3,0,0,0,3
250,2020-03-21,6:00 PM,Chhattisgarh,1,0,0,0,1
251,2020-03-21,6:00 PM,Delhi,25,1,5,1,26
252,2020-03-21,6:00 PM,Gujarat,7,0,0,0,7
253,2020-03-21,6:00 PM,Haryana,3,14,0,0,17
254,2020-03-21,6:00 PM,Himachal Pradesh,2,0,0,0,2
255,2020-03-21,6:00 PM,Karnataka,15,0,1,1,15
256,2020-03-21,6:00 PM,Kerala,33,7,3,0,40
257,2020-03-21,6:00 PM,Madhya Pradesh,4,0,0,0,4
258,2020-03-21,6:00 PM,Maharashtra,60,3,0,1,63
259,2020-03-21,6:00 PM,Odisha,2,0,0,0,2
260,2020-03-21,6:00 PM,Puducherry,1,0,0,0,1
261,2020-03-21,6:00 PM,Punjab,13,0,0,1,13
262,2020-03-21,6:00 PM,Rajasthan,15,2,3,0,17
263,2020-03-21,6:00 PM,Tamil Nadu,3,0,1,0,3
264,2020-03-21,6:00 PM,Telengana,10,11,1,0,21
265,2020-03-21,6:00 PM,Chandigarh,1,0,0,0,1
266,2020-03-21,6:00 PM,Jammu and Kashmir,4,0,0,0,4
267,2020-03-21,6:00 PM,Ladakh,13,0,0,0,13
268,2020-03-21,6:00 PM,Uttar Pradesh,23,1,9,0,24
269,2020-03-21,6:00 PM,Uttarakhand,3,0,0,0,3
270,2020-03-21,6:00 PM,West Bengal,3,0,0,0,3
271,2020-03-22,6:00 PM,Andhra Pradesh,5,0,0,0,5
272,2020-03-22,6:00 PM,Bihar,2,0,0,1,2
273,2020-03-22,6:00 PM,Chhattisgarh,1,0,0,0,1
274,2020-03-22,6:00 PM,Delhi,28,1,5,1,29
275,2020-03-22,6:00 PM,Gujarat,18,0,0,1,18
276,2020-03-22,6:00 PM,Haryana,7,14,0,0,21
277,2020-03-22,6:00 PM,Himachal Pradesh,2,0,0,0,2
278,2020-03-22,6:00 PM,Karnataka,26,0,2,1,26
279,2020-03-22,6:00 PM,Kerala,45,7,3,0,52
280,2020-03-22,6:00 PM,Madhya Pradesh,4,0,0,0,4
281,2020-03-22,6:00 PM,Maharashtra,64,3,0,2,67
282,2020-03-22,6:00 PM,Odisha,2,0,0,0,2
283,2020-03-22,6:00 PM,Puducherry,1,0,0,0,1
284,2020-03-22,6:00 PM,Punjab,21,0,0,1,21
285,2020-03-22,6:00 PM,Rajasthan,22,2,3,0,24
286,2020-03-22,6:00 PM,Tamil Nadu,5,2,1,0,7
287,2020-03-22,6:00 PM,Telengana,11,11,1,0,22
288,2020-03-22,6:00 PM,Chandigarh,5,0,0,0,5
289,2020-03-22,6:00 PM,Jammu and Kashmir,4,0,0,0,4
290,2020-03-22,6:00 PM,Ladakh,13,0,0,0,13
291,2020-03-22,6:00 PM,Uttar Pradesh,26,1,9,0,27
292,2020-03-22,6:00 PM,Uttarakhand,3,0,0,0,3
293,2020-03-22,6:00 PM,West Bengal,4,0,0,0,4
294,2020-03-23,6:00 PM,Andhra Pradesh,7,0,0,0,7
295,2020-03-23,6:00 PM,Bihar,2,0,0,1,2
296,2020-03-23,6:00 PM,Chhattisgarh,1,0,0,0,1
297,2020-03-23,6:00 PM,Delhi,28,1,5,1,29
298,2020-03-23,6:00 PM,Gujarat,29,0,0,1,29
299,2020-03-23,6:00 PM,Haryana,12,14,0,0,26
300,2020-03-23,6:00 PM,Himachal Pradesh,2,0,0,0,2
301,2020-03-23,6:00 PM,Karnataka,33,0,2,1,33
302,2020-03-23,6:00 PM,Kerala,60,7,3,0,67
303,2020-03-23,6:00 PM,Madhya Pradesh,6,0,0,0,6
304,2020-03-23,6:00 PM,Maharashtra,71,3,0,2,74
305,2020-03-23,6:00 PM,Odisha,2,0,0,0,2
306,2020-03-23,6:00 PM,Puducherry,1,0,0,0,1
307,2020-03-23,6:00 PM,Punjab,21,0,0,1,21
308,2020-03-23,6:00 PM,Rajasthan,26,2,3,0,28
309,2020-03-23,6:00 PM,Tamil Nadu,7,2,1,0,9
310,2020-03-23,6:00 PM,Telengana,22,10,1,0,32
311,2020-03-23,6:00 PM,Chandigarh,6,0,0,0,6
312,2020-03-23,6:00 PM,Jammu and Kashmir,4,0,0,0,4
313,2020-03-23,6:00 PM,Ladakh,13,0,0,0,13
314,2020-03-23,6:00 PM,Uttar Pradesh,30,1,9,0,31
315,2020-03-23,6:00 PM,Uttarakhand,3,0,0,0,3
316,2020-03-23,6:00 PM,West Bengal,7,0,0,0,7
317,2020-03-24,6:00 PM,Andhra Pradesh,8,0,0,0,8
318,2020-03-24,6:00 PM,Bihar,3,0,0,1,3
319,2020-03-24,6:00 PM,Chhattisgarh,1,0,0,0,1
320,2020-03-24,6:00 PM,Delhi,29,1,6,1,30
321,2020-03-24,6:00 PM,Gujarat,32,1,0,1,33
322,2020-03-24,6:00 PM,Haryana,14,14,11,0,28
323,2020-03-24,6:00 PM,Himachal Pradesh,3,0,0,1,3
324,2020-03-24,6:00 PM,Karnataka,37,0,3,1,37
325,2020-03-24,6:00 PM,Kerala,87,8,4,0,95
326,2020-03-24,6:00 PM,Madhya Pradesh,7,0,0,0,7
327,2020-03-24,6:00 PM,Maharashtra,86,3,0,2,89
328,2020-03-24,6:00 PM,Manipur,1,0,0,0,1
329,2020-03-24,6:00 PM,Odisha,2,0,0,0,2
330,2020-03-24,6:00 PM,Puducherry,1,0,0,0,1
331,2020-03-24,6:00 PM,Punjab,29,0,0,1,29
332,2020-03-24,6:00 PM,Rajasthan,30,2,3,0,32
333,2020-03-24,6:00 PM,Tamil Nadu,13,2,1,0,15
334,2020-03-24,6:00 PM,Telengana,25,10,1,0,35
335,2020-03-24,6:00 PM,Chandigarh,7,0,0,0,7
336,2020-03-24,6:00 PM,Jammu and Kashmir,4,0,0,0,4
337,2020-03-24,6:00 PM,Ladakh,13,0,0,0,13
338,2020-03-24,6:00 PM,Uttar Pradesh,32,1,11,0,33
339,2020-03-24,6:00 PM,Uttarakhand,3,1,0,0,4
340,2020-03-24,6:00 PM,West Bengal,9,0,0,1,9
341,2020-03-25,6:00 PM,Andhra Pradesh,9,0,1,0,9
342,2020-03-25,6:00 PM,Bihar,4,0,0,1,4
343,2020-03-25,6:00 PM,Chhattisgarh,1,0,0,0,1
344,2020-03-25,6:00 PM,Delhi,30,1,6,1,31
345,2020-03-25,6:00 PM,Gujarat,37,1,0,1,38
346,2020-03-25,6:00 PM,Haryana,14,14,11,0,28
347,2020-03-25,6:00 PM,Himachal Pradesh,3,0,0,1,3
348,2020-03-25,6:00 PM,Karnataka,41,0,3,1,41
349,2020-03-25,6:00 PM,Kerala,101,8,4,0,109
350,2020-03-25,6:00 PM,Madhya Pradesh,14,0,0,0,14
351,2020-03-25,6:00 PM,Maharashtra,125,3,1,3,128
352,2020-03-25,6:00 PM,Manipur,1,0,0,0,1
353,2020-03-25,6:00 PM,Mizoram,1,0,0,0,1
354,2020-03-25,6:00 PM,Odisha,2,0,0,0,2
355,2020-03-25,6:00 PM,Puducherry,1,0,0,0,1
356,2020-03-25,6:00 PM,Punjab,29,0,0,1,29
357,2020-03-25,6:00 PM,Rajasthan,34,2,3,0,36
358,2020-03-25,6:00 PM,Tamil Nadu,16,2,1,0,18
359,2020-03-25,6:00 PM,Telengana,25,10,1,0,35
360,2020-03-25,6:00 PM,Chandigarh,7,0,0,0,7
361,2020-03-25,6:00 PM,Jammu and Kashmir,7,0,1,0,7
362,2020-03-25,6:00 PM,Ladakh,13,0,0,0,13
363,2020-03-25,6:00 PM,Uttar Pradesh,36,1,11,0,37
364,2020-03-25,6:00 PM,Uttarakhand,3,1,0,0,4
365,2020-03-25,6:00 PM,West Bengal,9,0,0,1,9
366,2020-03-26,6:00 PM,Andaman and Nicobar Islands,1,0,0,0,1
367,2020-03-26,6:00 PM,Andhra Pradesh,11,0,1,0,11
368,2020-03-26,6:00 PM,Bihar,6,0,0,1,6
369,2020-03-26,6:00 PM,Chandigarh,7,0,0,0,7
370,2020-03-26,6:00 PM,Chhattisgarh,6,0,0,0,6
371,2020-03-26,6:00 PM,Delhi,35,1,6,1,36
372,2020-03-26,6:00 PM,Goa,3,0,0,0,3
373,2020-03-26,6:00 PM,Gujarat,42,1,0,3,43
374,2020-03-26,6:00 PM,Haryana,16,14,11,0,30
375,2020-03-26,6:00 PM,Himachal Pradesh,3,0,0,1,3
376,2020-03-26,6:00 PM,Jammu and Kashmir,13,0,1,0,13
377,2020-03-26,6:00 PM,Karnataka,55,0,3,2,55
378,2020-03-26,6:00 PM,Kerala,110,8,6,0,118
379,2020-03-26,6:00 PM,Ladakh,13,0,0,0,13
380,2020-03-26,6:00 PM,Madhya Pradesh,20,0,0,1,20
381,2020-03-26,6:00 PM,Maharashtra,121,3,1,3,124
382,2020-03-26,6:00 PM,Manipur,1,0,0,0,1
383,2020-03-26,6:00 PM,Mizoram,1,0,0,0,1
384,2020-03-26,6:00 PM,Odisha,2,0,0,0,2
385,2020-03-26,6:00 PM,Puducherry,1,0,0,0,1
386,2020-03-26,6:00 PM,Punjab,33,0,0,1,33
387,2020-03-26,6:00 PM,Rajasthan,39,2,3,0,41
388,2020-03-26,6:00 PM,Tamil Nadu,20,6,1,1,26
389,2020-03-26,6:00 PM,Telengana,34,10,1,0,44
390,2020-03-26,6:00 PM,Uttarakhand,4,1,0,0,5
391,2020-03-26,6:00 PM,Uttar Pradesh,40,1,11,0,41
392,2020-03-26,6:00 PM,West Bengal,10,0,0,1,10
393,2020-03-27,10:00 AM,Andaman and Nicobar Islands,1,0,0,0,1
394,2020-03-27,10:00 AM,Andhra Pradesh,12,0,1,0,12
395,2020-03-27,10:00 AM,Bihar,6,0,0,1,6
396,2020-03-27,10:00 AM,Chandigarh,7,0,0,0,7
397,2020-03-27,10:00 AM,Chhattisgarh,6,0,0,0,6
398,2020-03-27,10:00 AM,Delhi,35,1,6,1,36
399,2020-03-27,10:00 AM,Goa,3,0,0,0,3
400,2020-03-27,10:00 AM,Gujarat,42,1,0,3,43
401,2020-03-27,10:00 AM,Haryana,16,14,11,0,30
402,2020-03-27,10:00 AM,Himachal Pradesh,3,0,0,1,3
403,2020-03-27,10:00 AM,Jammu and Kashmir,13,0,1,1,13
404,2020-03-27,10:00 AM,Karnataka,55,0,3,2,55
405,2020-03-27,10:00 AM,Kerala,129,8,11,0,137
406,2020-03-27,10:00 AM,Ladakh,13,0,3,0,13
407,2020-03-27,10:00 AM,Madhya Pradesh,20,0,0,1,20
408,2020-03-27,10:00 AM,Maharashtra,127,3,15,4,130
409,2020-03-27,10:00 AM,Manipur,1,0,0,0,1
410,2020-03-27,10:00 AM,Mizoram,1,0,0,0,1
411,2020-03-27,10:00 AM,Odisha,2,0,0,0,2
412,2020-03-27,10:00 AM,Puducherry,1,0,0,0,1
413,2020-03-27,10:00 AM,Punjab,33,0,0,1,33
414,2020-03-27,10:00 AM,Rajasthan,39,2,3,0,41
415,2020-03-27,10:00 AM,Tamil Nadu,23,6,1,1,29
416,2020-03-27,10:00 AM,Telengana,35,10,1,0,45
417,2020-03-27,10:00 AM,Uttarakhand,4,1,0,0,5
418,2020-03-27,10:00 AM,Uttar Pradesh,40,1,11,0,41
419,2020-03-27,10:00 AM,West Bengal,10,0,0,1,10
420,2020-03-28,6:00 PM,Andhra Pradesh,14,0,1,0,14
421,2020-03-28,6:00 PM,Andaman and Nicobar Islands,6,0,0,0,6
422,2020-03-28,6:00 PM,Bihar,9,0,0,1,9
423,2020-03-28,6:00 PM,Chandigarh,8,0,0,0,8
